horizon,epoch,train_loss,val_loss,lr
6h,1,1.0006411346185686,0.57343161105738,0.0001
6h,2,0.9756951881346797,0.5791082621367386,0.0001
6h,3,0.9479378165437848,0.5812385253650534,5e-05
6h,4,0.9239206578942053,0.5810273224063403,5e-05
