horizon,epoch,train_loss,val_loss,lr
1w,1,0.8713475098774369,0.4517603157509943,0.0001
1w,2,0.5607016215354792,0.5932245318624935,0.0001
1w,3,0.4034744852287575,0.5415729387041065,5e-05
1w,4,0.27864779753157065,0.5799654659831319,5e-05
